Job Title,Company,Location,Required Skills,Salary
Civil Engineering Technician,Construction Engineering Group,San Jose,CA,Civil Engineering Technician, Surveying, CAD, Construction Materials Testing,$60,000 - $90,000
Clinical Data Manager,Clinical Research Data,Dallas,TX,Clinical Data Management, Data Entry, Data Validation, Regulatory Compliance,$70,000 - $105,000
Compliance Manager,Regulatory Compliance Solutions,San Diego,CA,Compliance Management, Regulatory Requirements, Auditing, Risk Assessment,$85,000 - $125,000
Conservation Scientist,Environmental Conservation,Phoenix,AZ,Conservation Science, Ecology, Habitat Restoration, Data Analysis,$65,000 - $95,000
Construction Inspector,Building Inspection Services,Denver,CO,Construction Inspection, Building Codes, Safety, Quality Control,$60,000 - $90,000
Corporate Communications Manager,Communications Strategy Group,Seattle,WA,Corporate Communications, Media Relations, Public Relations, Internal Communications,$80,000 - $120,000
Credit
Analyst,Financial Risk Assessment,Austin,TX,Credit Analysis, Financial Modeling, Risk Assessment, Reporting,$75,000 - $110,000
Culinary Manager,Restaurant Management Group,Atlanta,GA,Culinary Management, Menu Planning, Kitchen Operations, Staff Training,$70,000 - $105,000
Curriculum Developer,Educational Curriculum Solutions,Chicago,IL,Curriculum Development, Instructional Design, Learning Objectives, Assessment,$75,000 - $110,000
Database Developer,Database Development Co.,New York,NY,Database Development, SQL, Data Modeling, Performance Tuning,$90,000 - $130,000
Dental Hygienist,Dental Care Services,Los Angeles,CA,Dental Hygiene, Patient Care, Oral Health Education, Preventive Care,$60,000 - $90,000
Desktop Support Technician,IT Support Services,San Jose,CA,Desktop Support, Troubleshooting, Hardware/Software, Customer Service,$50,000 - $75,000
Document Control Specialist,Document Management Systems,Dallas,TX,Document Control, Records Management, Regulatory Compliance, Data Entry,$55,000 - $80,000
Drafting Technician,Engineering Drafting Services,San Diego,CA,Drafting, CAD, Technical Drawings, Design Support,$55,000 - $80,000
Early Childhood Educator,Early Childhood Education Center,Phoenix,AZ,Early Childhood Education, Child Development, Curriculum Planning, Classroom Management,$45,000 - $65,000
Editorial Assistant,Publishing House Editorial,Denver,CO,Editorial Assistance, Proofreading, Copyediting, Research,$40,000 - $60,000
Electrical Technician,Electrical Maintenance Services,Seattle,WA,Electrical Technician, Wiring, Troubleshooting, Maintenance, Installation,$55,000 - $80,000
Electronics Engineer,Electronics Design Co.,San Francisco,CA,Electronics Engineering, Circuit Design, PCB Design, Testing,$90,000 - $130,000
Energy Auditor,Energy Efficiency Services,Portland,OR,Energy Auditing, Building Analysis, Energy Conservation, Reporting,$60,000 - $90,000
Environmental Engineer,Environmental Engineering Solutions,Miami,FL,Environmental Engineering, Water Treatment, Air Pollution Control, Remediation,$90,000 - $130,000
Estate Planner,Financial Planning Services,Boston,MA,Estate Planning, Trusts, Wills, Tax Planning, Financial Analysis,$85,000 - $125,000
Facilities Manager,Facilities Management Services,Philadelphia,PA,Facilities Management, Maintenance, Operations, Budgeting,$80,000 - $120,000
Fashion Merchandiser,Retail Fashion Merchandising,Minneapolis,MN,Fashion Merchandising, Visual Merchandising, Inventory Management, Trend Analysis,$60,000 - $90,000
Field Service Technician,Technical Field Services,San Diego,CA,Field Service, Troubleshooting, Repair, Customer Service,$55,000 - $80,000
Financial Controller,Corporate Finance Solutions,Charlotte,NC,Financial Control, Accounting, Financial Reporting, Budgeting,$95,000 - $140,000
Firefighter,Fire and Rescue Services,Phoenix,AZ,Firefighting, Emergency Response, Rescue, Prevention,$50,000 - $75,000
Fitness Instructor,Fitness Training Centers,Detroit,MI,Fitness Instruction, Group Fitness, Personal Training, Exercise Programming,$40,000 - $60,000
Flight Dispatcher,Aviation Dispatch Services,St. Louis,MO,Flight Dispatch, Flight Planning, Weather Analysis, Communication,$70,000 - $105,000
Food Scientist,Food Research and Development,Tampa,FL,Food Science, Product Development, Quality Control, Sensory Analysis,$80,000 - $120,000
Fundraiser,Nonprofit Fundraising Services,Baltimore,MD,Fundraising, Donor Relations, Grant Writing, Event Planning,$60,000 - $90,000
Game Developer,Video Game Development Studios,Pittsburgh,PA,Game Development, Programming, Game Design, Testing,$90,000 - $130,000
General Contractor,Construction Contracting Services,Orlando,FL,General Contracting, Project Management, Construction, Subcontractor Management,$90,000 - $130,000
Genetic Counselor,Genetic Counseling Services,Raleigh,NC,Genetic Counseling, Patient Education, Risk Assessment, Family History Analysis,$75,000 - $110,000
Geotechnical Engineer,Geotechnical Engineering Solutions,Sacramento,CA,Geotechnical Engineering, Soil Mechanics, Foundation Design, Site Investigation,$90,000 - $130,000
Grant Writer,Grant Writing Services,Houston,TX,Grant Writing, Proposal Development, Research, Budgeting,$60,000 - $90,000
Hazardous Materials Technician,Hazardous Materials Services,Nashville,TN,Hazardous Materials Handling, Safety, Regulatory Compliance, Emergency Response,$60,000 - $90,000
Health Educator,Public Health Education Services,Columbus,OH,Health Education, Program Development, Community Outreach, Training,$60,000 - $90,000
Healthcare Consultant,Healthcare Consulting Services,Indianapolis,IN,Healthcare Consulting, Process Improvement, Strategy, Compliance,$85,000 - $125,000
Heavy Equipment Operator,Construction Equipment Operations,San Antonio,TX,Heavy Equipment Operation, Construction, Maintenance, Safety,$50,000 - $75,000
Horticulturist,Horticulture Services,San Jose,CA,Horticulture, Plant Care, Landscaping, Garden Design,$55,000 - $80,000
Hotel Manager,Hotel Management Services,Kansas City,MO,Hotel Management, Operations, Customer Service, Staff Management,$70,000 - $105,000
Hydrologist,Hydrology Research Services,Las Vegas,NV,Hydrology, Water Resources, Modeling, Data Analysis,$80,000 - $120,000
Industrial Engineer,Industrial Engineering Solutions,Cincinnati,OH,Industrial Engineering, Process Improvement, Efficiency, Lean Manufacturing,$90,000 - $130,000
Information Architect,Information Architecture Services,Virginia Beach,VA,Information Architecture, User Experience, Content Strategy, Taxonomy,$80,000 - $120,000
Insurance Underwriter,Insurance Underwriting Services,Oakland,CA,Insurance Underwriting, Risk Assessment, Policy Analysis, Data Analysis,$80,000 - $120,000
Interior Designer,Interior Design Studios,Tucson,AZ,Interior Design, Space Planning, Color Coordination, Furniture Selection,$65,000 - $95,000
IT Project Manager,IT Project Management Services,Albuquerque,NM,IT Project Management, Agile, Scrum, Project Planning, Risk Management,$95,000 - $140,000
Jeweler,Jewelry Design and Repair,Omaha,NE,Jewelry Design, Repair, Fabrication, Gem Setting,$45,000 - $65,000
Junior Accountant,Accounting Services,Fresno,CA,Accounting, Data Entry, Financial Reporting, Reconciliation,$50,000 - $75,000
Laboratory Manager,Laboratory Management Services,Long Beach,CA,Laboratory Management, Operations, Quality Control, Safety,$75,000 - $110,000
Land Surveyor,Land Surveying Services,Mesa,AZ,Land Surveying, Surveying, Mapping, Data Collection,$70,000 - $105,000
Learning and Development Specialist,Learning and Development Services,Atlanta,GA,Learning and Development, Training, E-learning, Instructional Design,$70,000 - $105,000
Leasing Agent,Real Estate Leasing Services,Seattle,WA,Leasing, Sales, Customer Service, Negotiation,$50,000 - $75,000
Legal Assistant,Legal Support Services,San Francisco,CA,Legal Assistance, Document Preparation, Case Management, Research,$50,000 - $75,000
Logistics Analyst,Logistics Analysis Services,New York,NY,Logistics Analysis, Supply Chain, Data Analysis, Reporting,$75,000 - $110,000
Maintenance Manager,Maintenance Management Services,Chicago,IL,Maintenance Management, Scheduling, Budgeting, Team Leadership,$75,000 - $110,000
Manufacturing Engineer,Manufacturing Engineering Solutions,Austin,TX,Manufacturing Engineering, Process Improvement, Lean Manufacturing, Quality Control,$90,000 - $130,000
Marine Engineer,Marine Engineering Services,
Los Angeles,CA,Marine Engineering, Ship Design, Propulsion, Naval Architecture,$90,000 - $130,000
Materials Engineer,Materials Engineering Solutions,San Jose,CA,Materials Engineering, Testing, Analysis, Research,$85,000 - $125,000
Math Teacher,Education Teaching Services,Dallas,TX,Math Teaching, Curriculum Development, Instruction, Assessment,$50,000 - $75,000
Mechanical Designer,Mechanical Design Services,San Diego,CA,Mechanical Design, CAD, Product Development, Analysis,$75,000 - $110,000
Media Buyer,Advertising Media Buying,Phoenix,AZ,Media Buying, Advertising, Negotiation, Analytics,$65,000 - $95,000
Medical Assistant,Healthcare Medical Assistance,Denver,CO,Medical Assistance, Patient Care, Clinical Procedures, Administrative Tasks,$35,000 - $55,000
Medical Coder,Healthcare Medical Coding,Seattle,WA,Medical Coding, ICD-10, CPT, HCPCS, Billing,$45,000 - $65,000
Medical Laboratory Technician,Healthcare Laboratory Services,San Francisco,CA,Medical Laboratory Technology, Testing, Analysis, Equipment Maintenance,$50,000 - $75,000
Medical Receptionist,Healthcare Medical Reception,Portland,OR,Medical Reception, Patient Check-in, Scheduling, Customer Service,$30,000 - $45,000
Mental Health Counselor,Healthcare Mental Health Counseling,Miami,FL,Mental Health Counseling, Therapy, Assessment, Treatment Planning,$60,000 - $90,000
Metallurgical Engineer,Metallurgical Engineering Solutions,Boston,MA,Metallurgical Engineering, Materials Science, Testing, Analysis,$85,000 - $125,000
Meteorological Technician,Weather Forecasting Services,Philadelphia,PA,Meteorological Technology, Data Collection, Observation, Analysis,$45,000 - $65,000
Microbiologist,Microbiology Research Services,Minneapolis,MN,Microbiology, Research, Lab Techniques, Data Analysis,$65,000 - $95,000
Mortgage Loan Officer,Financial Mortgage Services,San Diego,CA,Mortgage Lending, Loan Origination, Customer Service, Sales,$60,000 - $90,000
Music Teacher,Education Music Teaching Services,Charlotte,NC,Music Teaching, Instruction, Performance, Curriculum Development,$45,000 - $65,000
Network Administrator,IT Network Administration,Phoenix,AZ,Network Administration, Network Security, Troubleshooting, Server Management,$80,000 - $120,000
Nuclear Engineer,Nuclear Engineering Solutions,Detroit,MI,Nuclear Engineering, Reactor Operations, Safety, Design,$95,000 - $140,000
Nurse Practitioner,Healthcare Advanced Nursing,St. Louis,MO,Nurse Practitioner, Patient Care, Diagnosis, Treatment, Prescribing,$90,000 - $130,000
Nursing Assistant,Healthcare Nursing Assistance,Tampa,FL,Nursing Assistance, Patient Care, Personal Care, Assistance with Activities of Daily Living,$30,000 - $45,000
Occupational Health and Safety Specialist,Safety Management Services,Baltimore,MD,Occupational Health and Safety, OSHA, Risk Assessment, Training,$65,000 - $95,000
Operations Research Analyst,Operations Research Services,Pittsburgh,PA,Operations Research, Data Analysis, Modeling, Optimization,$85,000 - $125,000
Optician,Healthcare Optical Services,Orlando,FL,Opticianry, Eyewear Dispensing, Customer Service, Sales,$40,000 - $60,000
Paralegal,Legal Paralegal Services,Raleigh,NC,Paralegal Assistance, Legal Research, Document Preparation, Case Management,$50,000 - $75,000
Park Naturalist,Environmental Park Services,Sacramento,CA,Park Naturalism, Environmental Education, Interpretation, Conservation,$40,000 - $60,000
Payroll Specialist,Financial Payroll Services,Houston,TX,Payroll Processing, Tax Reporting, Compliance, Data Entry,$50,000 - $75,000
Personal Financial Advisor,Financial Planning Services,Nashville,TN,Financial Advising, Investment Management, Retirement Planning, Financial Planning,$80,000 - $120,000
Petroleum Engineer,Petroleum Engineering Solutions,Columbus,OH,Petroleum Engineering, Drilling, Production, Reservoir Management,$100,000 - $150,000
Photographic Equipment Repairer,Technical Repair Services,Indianapolis,IN,Photographic Equipment Repair, Troubleshooting, Maintenance, Calibration,$40,000 - $60,000
Physical Therapist Assistant,Healthcare Physical Therapy Assistance,San Antonio,TX,Physical Therapist Assistance, Patient Care, Rehabilitation, Exercise Instruction,$45,000 - $65,000
Physician Assistant,Healthcare Advanced Practice,San Jose,CA,Physician Assistant, Patient Care, Diagnosis, Treatment, Prescribing,$90,000 - $130,000
Plant Manager,Manufacturing Plant Management,Kansas City,MO,Plant Management, Operations, Production, Quality Control,$90,000 - $130,000
Police Officer,Law Enforcement Services,Las Vegas,NV,Law Enforcement, Patrol, Investigation, Community Policing,$60,000 - $90,000
Postal Service Clerk,Postal Services Customer Service,Cincinnati,OH,Postal Service Clerk, Customer Service, Mail Processing, Sales,$30,000 - $45,000
Precision Instrument and Equipment Repairer,Technical Repair Services,Virginia Beach,VA,Precision Instrument Repair, Calibration, Maintenance, Troubleshooting,$45,000 - $65,000
Presser,Textile Pressing Services,Oakland,CA,Pressing, Ironing, Garment Care, Quality Control,$25,000 - $35,000
Print Binding and Finishing Worker,Printing Services Finishing,Tucson,AZ,Print Binding, Finishing, Equipment Operation, Quality Control,$30,000 - $45,000
Private Detective and Investigator,Investigation Services,Albuquerque,NM,Private Investigation, Surveillance, Research, Reporting,$50,000 - $75,000
Probation Officer and Correctional Treatment Specialist,Correctional Services Treatment,Omaha,NE,Probation, Correctional Treatment, Case Management, Counseling,$55,000 - $80,000
Procurement Manager,Procurement Management Services,Fresno,CA,Procurement Management, Negotiation, Vendor Management, Contract Administration,$80,000 - $120,000
Producer,Media Production Services,Long Beach,CA,Production, Management, Coordination, Budgeting,$70,000 - $105,000
Property Manager,Real Estate Property Management,Mesa,AZ,Property Management, Tenant Relations, Maintenance, Leasing,$60,000 - $90,000
Psychiatric Technician,Healthcare Psychiatric Care,Atlanta,GA,Psychiatric Technology, Patient Care, Observation, Monitoring,$40,000 - $60,000
Public Relations Manager,Public Relations Management,Seattle,WA,Public Relations, Media Relations, Communication, Event Planning,$70,000 - $105,000
Purchasing Agent,Purchasing Services,San Francisco,CA,Purchasing, Procurement, Vendor Management, Negotiation,$65,000 - $95,000
Quality Assurance Analyst,Quality Assurance Services,New York,NY,Quality Assurance, Testing, Inspection, Process Improvement,$65,000 - $95,000
Radiation Therapist,Healthcare Radiation Therapy,Chicago,IL,Radiation Therapy, Patient Care, Treatment Planning, Equipment Operation,$80,000 - $120,000
Radio Announcer,Media Radio Announcing,Austin,TX,Radio Announcing, Broadcasting, Communication, Content Creation,$40,000 - $60,000
Real Estate Broker,Real Estate Brokerage Services,Los Angeles,CA,Real Estate Brokerage, Sales, Negotiation, Client Relations,$80,000 - $120,000
Recreation Worker,Recreation Services,San Jose,CA,Recreation, Program Planning, Activity Leadership, Customer Service,$30,000 - $45,000
Refrigeration Mechanic and Installer,HVAC Refrigeration Services,Dallas,TX,Refrigeration, Installation, Repair, Maintenance, Troubleshooting,$50,000 - $75,000
Registered Nurse,Healthcare Registered Nursing,San Diego,CA,Registered Nursing, Patient Care, Assessment, Treatment, Medication Administration,$70,000 - $105,000
Rehabilitation Counselor,Healthcare Rehabilitation Counseling,Phoenix,AZ,Rehabilitation Counseling, Counseling, Case Management, Assessment,$55,000 - $80,000
Respiratory Therapist,Healthcare Respiratory Therapy,Denver,CO,Respiratory Therapy, Patient Care, Ventilation, Airway Management,$70,000 - $105,000
Retail Buyer,Retail Buying Services,Seattle,WA,Retail Buying, Merchandising, Inventory Management, Vendor Relations,$60,000 - $90,000
Sales Manager,Sales Management Services,San Francisco,CA,Sales Management, Team Leadership, Sales Strategy, Customer Relationship Management,$80,000 - $120,000
School Counselor,Education School Counseling,Portland,OR,School Counseling, Guidance, Student Support, Assessment,$55,000 - $80,000
Securities and Financial Services Sales Agent,Financial Sales Services,Miami,FL,Securities Sales, Financial Services, Customer Service, Sales,$70,000 - $105,000
Security and Fire Alarm Systems Installer,Technical Installation Services,Boston,MA,Security Systems Installation, Fire Alarm Systems, Wiring, Troubleshooting,$50,000 - $75,000
Social and Community Service Manager,Community Service Management,Philadelphia,PA,Social Service Management, Program Development, Community Outreach, Grant Writing,$65,000 - $95,000
Software Quality Assurance Engineer and Tester,Software QA Testing Services,Minneapolis,MN,Software QA, Testing, Test Planning, Test Execution,$75,000 - $110,000
Solar Photovoltaic Installer,Renewable Energy Installation Services,San Diego,CA,Solar Installation, Photovoltaic Systems, Wiring, Roofing,$50,000 - $75,000
Special Education Teacher,Education Special Education,Charlotte,NC,Special Education, Instruction, Individualized Education Programs (IEPs), Behavior Management,$55,000 - $80,000
Statistician,Statistical Analysis Services,Phoenix,AZ,Statistics, Data Analysis, Statistical Modeling, Research,$80,000 - $120,000
Substance Abuse and Behavioral Disorder Counselor,Healthcare Substance Abuse Counseling,Detroit,MI,Substance Abuse Counseling, Behavioral Disorder Counseling, Therapy, Case Management,$55,000 - $80,000
Surgeon,Healthcare Surgical Services,St. Louis,MO,Surgery, Diagnosis, Treatment, Pre- and Post-operative Care,$200,000 - $300,000
Survey Researcher,Research Survey Services,Tampa,FL,Survey Research, Data Collection, Data Analysis, Reporting,$60,000 - $90,000
Technical Sales Representative,Technical Sales Services,Baltimore,MD,Technical Sales, Product Knowledge, Sales, Customer Service,$70,000 - $105,000
Telecommunications Equipment Installer and Repairer,Technical Installation and Repair Services,Pittsburgh,PA,Telecommunications Equipment Installation, Repair, Wiring, Troubleshooting,$50,000 - $75,000
Television, Video, and Motion Picture Camera Operator and Editor,Media Camera Operation and Editing,Orlando,FL,Camera Operation, Editing, Video Production, Storytelling,$55,000 - $80,000
Tile and Stone Setter,Construction Tile and Stone Setting,Raleigh,NC,Tile Setting, Stone Setting, Installation, Finishing,$45,000 - $65,000
Training and Development Manager,Learning and Development Management,Sacramento,CA,Training Management, Curriculum Development, Facilitation, E-learning,$75,000 - $110,000
Transportation, Storage, and Distribution Manager,Logistics Management Services,Houston,TX,Transportation Management, Logistics, Distribution, Supply Chain,$80,000 - $120,000
Travel Agent,Travel Services,Nashville,TN,Travel Planning, Customer Service, Sales, Booking,$40,000 - $60,000
Veterinary Technician,Healthcare Veterinary Assistance,Columbus,OH,Veterinary Technology, Animal Care, Treatment, Laboratory Procedures,$35,000 - $55,000
Vocational Counselor,Education Vocational Counseling,Indianapolis,IN,Vocational Counseling, Guidance, Career Planning, Assessment,$50,000 - $75,000
Water and Wastewater Treatment Plant and System Operator,Environmental Water Treatment,San Antonio,TX,Water Treatment, Wastewater Treatment, Equipment Operation, Maintenance,$45,000 - $65,000
Web Administrator,IT Web Administration,San Jose,CA,Web Administration, Server Management, Website Maintenance, Troubleshooting,$65,000 - $95,000
Wind Turbine Technician,Renewable Energy Wind Turbine,Kansas City,MO,Wind Turbine Maintenance, Repair, Inspection, Troubleshooting,$55,000 - $80,000
Writer and Author,Writing and Authoring Services,Las Vegas,NV,Writing, Authoring, Content Creation, Editing,$50,000 - $75,000
Youth Services Specialist,Community Youth Services,Cincinnati,OH,Youth Services, Counseling, Mentoring, Program Development,$40,000 - $60,000
Zookeeper,Animal Care Services,Virginia Beach,VA,Zookeeping, Animal Care, Habitat Maintenance, Public Education,$35,000 - $55,000
